,Unnamed: 0,game_date,home_team,away_team,is_day_game,home_score,away_score,venue,venue_name,city,state,home_pa,home_1b,home_2b,home_3b,home_hr,home_fo,home_so,home_bb,home_hbp,away_pa,away_1b,away_2b,away_3b,away_hr,away_fo,away_so,away_bb,away_hbp,year,month,day,isAbroad,country,winner,home_won,Longitude,Latitude,distance,row_index,time_zone,time_zones_crossed
29,29,2012-05-08,HOU,MIA,False,3,2,HOU03,Minute Maid Park,Houston,TX,32,2,0,0,2,20,6,2,0,34,6,1,0,0,17,8,2,0,2012,5,8,0,United States,1,1,-97.563461,31.054487,2123,29,central,8
30,30,2012-05-09,HOU,MIA,False,3,5,HOU03,Minute Maid Park,Houston,TX,56,10,1,0,0,27,10,7,1,45,4,2,1,1,23,11,3,0,2012,5,9,0,United States,-1,0,-97.563461,31.054487,2123,30,central,8
31,31,2012-05-11,MIA,NYN,False,6,5,MIA02,Marlins Park,Miami,FL,41,6,4,0,1,19,6,5,0,36,6,2,1,1,14,11,1,0,2012,5,11,0,United States,1,1,-81.686783,27.766279,1581,31,eastern,9
32,32,2012-05-12,MIA,NYN,True,3,9,MIA02,Marlins Park,Miami,FL,48,13,2,0,1,19,7,4,2,39,10,3,0,0,22,3,1,0,2012,5,12,0,United States,-1,0,-81.686783,27.766279,1581,32,eastern,9
33,33,2012-05-13,MIA,NYN,True,8,4,MIA02,Marlins Park,Miami,FL,37,6,2,0,0,16,8,5,0,41,7,0,2,2,18,6,5,1,2012,5,13,0,United States,1,1,-81.686783,27.766279,1581,33,eastern,9
34,34,2012-05-14,MIA,PIT,False,2,3,MIA02,Marlins Park,Miami,FL,33,2,3,0,1,18,7,2,0,35,5,1,0,1,22,5,1,0,2012,5,14,0,United States,-1,0,-81.686783,27.766279,1581,34,eastern,9
35,35,2012-05-15,MIA,PIT,False,6,2,MIA02,Marlins Park,Miami,FL,33,5,0,0,1,19,7,1,0,40,9,2,1,0,16,5,7,0,2012,5,15,0,United States,1,1,-81.686783,27.766279,1581,35,eastern,9
36,36,2012-05-16,ATL,MIA,False,4,8,ATL02,Turner Field,Atlanta,GA,41,7,2,0,1,18,9,3,1,37,7,3,0,0,20,6,1,0,2012,5,16,0,United States,-1,0,-83.643074,33.040619,614,36,eastern,9
37,37,2012-05-17,ATL,MIA,False,7,0,ATL02,Turner Field,Atlanta,GA,32,4,1,0,0,21,6,0,0,40,8,2,1,1,18,5,4,1,2012,5,17,0,United States,1,1,-83.643074,33.040619,614,37,eastern,9
38,38,2012-05-18,CLE,MIA,False,2,3,CLE08,Progressive Field,Cleveland,OH,34,5,1,0,0,17,7,4,0,36,3,1,0,0,24,3,5,0,2012,5,18,0,United States,-1,0,-82.764915,40.388783,819,38,eastern,9
39,39,2012-05-19,CLE,MIA,True,2,0,CLE08,Progressive Field,Cleveland,OH,31,3,0,0,0,17,8,2,1,32,6,0,0,1,17,5,2,1,2012,5,19,0,United States,1,1,-82.764915,40.388783,819,39,eastern,9
40,40,2012-05-20,CLE,MIA,True,3,5,CLE08,Progressive Field,Cleveland,OH,39,6,4,0,0,23,3,3,0,37,5,2,0,0,21,5,3,1,2012,5,20,0,United States,-1,0,-82.764915,40.388783,819,40,eastern,9
41,41,2012-05-21,MIA,COL,False,7,4,MIA02,Marlins Park,Miami,FL,33,3,1,0,1,24,2,2,0,44,10,1,1,1,11,13,7,0,2012,5,21,0,United States,1,1,-81.686783,27.766279,1403,41,eastern,9
42,42,2012-05-22,MIA,COL,False,7,6,MIA02,Marlins Park,Miami,FL,41,7,4,0,0,17,10,3,0,44,8,3,1,0,16,9,6,1,2012,5,22,0,United States,1,1,-81.686783,27.766279,1403,42,eastern,9
43,43,2012-05-23,MIA,COL,False,4,8,MIA02,Marlins Park,Miami,FL,39,4,2,1,1,19,8,4,0,37,7,2,0,0,21,6,1,0,2012,5,23,0,United States,-1,0,-81.686783,27.766279,1403,43,eastern,9
44,44,2012-05-24,MIA,SFN,False,7,14,MIA02,Marlins Park,Miami,FL,46,10,4,1,0,14,12,5,0,45,11,1,0,1,19,8,5,0,2012,5,24,0,United States,-1,0,-81.686783,27.766279,1403,44,eastern,9
45,45,2012-05-25,MIA,SFN,False,7,6,MIA02,Marlins Park,Miami,FL,39,9,3,1,1,18,6,1,0,35,5,1,0,2,17,5,5,0,2012,5,25,0,United States,1,1,-81.686783,27.766279,1403,45,eastern,9
46,46,2012-05-26,MIA,SFN,True,5,3,MIA02,Marlins Park,Miami,FL,37,6,2,1,0,22,4,2,0,35,6,3,0,0,14,10,2,0,2012,5,26,0,United States,1,1,-81.686783,27.766279,1403,46,eastern,9
47,47,2012-05-27,MIA,SFN,True,2,3,MIA02,Marlins Park,Miami,FL,35,4,1,1,1,22,3,3,0,37,6,0,0,0,19,7,4,1,2012,5,27,0,United States,-1,0,-81.686783,27.766279,1403,47,eastern,9
48,48,2012-05-28,MIA,WAS,True,5,3,MIA02,Marlins Park,Miami,FL,36,5,1,0,1,18,9,2,0,34,5,2,0,2,21,4,0,0,2012,5,28,0,United States,1,1,-81.686783,27.766279,1403,48,eastern,9
49,49,2012-05-29,MIA,WAS,False,3,1,MIA02,Marlins Park,Miami,FL,34,3,1,1,0,18,8,3,0,35,3,3,0,1,19,5,4,0,2012,5,29,0,United States,1,1,-81.686783,27.766279,1403,49,eastern,9
50,50,2012-05-30,MIA,WAS,False,5,3,MIA02,Marlins Park,Miami,FL,35,4,3,1,0,17,8,2,0,37,8,2,0,1,13,7,5,1,2012,5,30,0,United States,1,1,-81.686783,27.766279,1403,50,eastern,9
51,51,2012-06-01,PHI,MIA,False,6,4,PHI13,Citizens Bank Park,Philadelphia,PA,43,8,3,0,2,19,6,4,1,38,9,4,0,1,20,3,1,0,2012,6,1,0,United States,1,1,-77.209755,40.590752,1480,51,eastern,9
52,52,2012-06-02,PHI,MIA,True,4,5,PHI13,Citizens Bank Park,Philadelphia,PA,35,3,2,0,2,17,8,3,0,37,6,1,1,1,18,7,3,0,2012,6,2,0,United States,-1,0,-77.209755,40.590752,1480,52,eastern,9
53,53,2012-06-03,PHI,MIA,True,1,5,PHI13,Citizens Bank Park,Philadelphia,PA,40,9,1,0,2,21,6,1,0,35,5,1,0,0,19,8,2,0,2012,6,3,0,United States,-1,0,-77.209755,40.590752,1480,53,eastern,9
54,54,2012-06-05,MIA,ATL,False,0,11,MIA02,Marlins Park,Miami,FL,45,11,2,1,2,20,7,2,0,34,5,0,0,0,23,3,3,0,2012,6,5,0,United States,-1,0,-81.686783,27.766279,1480,54,eastern,9
55,55,2012-06-06,MIA,ATL,False,1,2,MIA02,Marlins Park,Miami,FL,36,5,1,0,0,17,10,3,0,30,1,1,0,0,18,9,1,0,2012,6,6,0,United States,-1,0,-81.686783,27.766279,1480,55,eastern,9
56,56,2012-06-07,MIA,ATL,False,2,8,MIA02,Marlins Park,Miami,FL,38,5,0,0,4,20,6,3,0,40,3,4,0,2,16,9,6,0,2012,6,7,0,United States,-1,0,-81.686783,27.766279,1480,56,eastern,9
57,57,2012-06-08,MIA,TBA,False,1,5,MIA02,Marlins Park,Miami,FL,42,5,4,0,1,18,9,5,0,40,4,3,0,0,18,7,8,0,2012,6,8,0,United States,-1,0,-81.686783,27.766279,1480,57,eastern,9
58,58,2012-06-09,MIA,TBA,False,4,13,MIA02,Marlins Park,Miami,FL,45,10,2,0,2,22,3,6,0,37,5,2,0,1,16,11,2,0,2012,6,9,0,United States,-1,0,-81.686783,27.766279,1480,58,eastern,9
59,59,2012-06-10,MIA,TBA,True,2,4,MIA02,Marlins Park,Miami,FL,35,5,1,0,2,21,3,3,0,37,3,4,0,0,20,7,3,0,2012,6,10,0,United States,-1,0,-81.686783,27.766279,1480,59,eastern,9
60,60,2012-06-11,MIA,BOS,False,4,1,MIA02,Marlins Park,Miami,FL,33,4,1,0,0,15,11,2,0,31,4,1,1,0,19,5,1,0,2012,6,11,0,United States,1,1,-81.686783,27.766279,1480,60,eastern,9
61,61,2012-06-12,MIA,BOS,False,1,2,MIA02,Marlins Park,Miami,FL,36,4,2,0,0,23,5,1,1,35,6,0,1,1,13,12,2,0,2012,6,12,0,United States,-1,0,-81.686783,27.766279,1480,61,eastern,9
62,62,2012-06-13,MIA,BOS,False,2,10,MIA02,Marlins Park,Miami,FL,42,12,1,0,1,19,7,1,1,34,2,1,0,1,17,10,3,0,2012,6,13,0,United States,-1,0,-81.686783,27.766279,1480,62,eastern,9
63,63,2012-06-15,TBA,MIA,False,11,0,STP01,Tropicana Field,St. Petersburg,FL,32,1,0,0,0,15,12,4,0,42,7,2,0,1,15,8,9,0,2012,6,15,0,United States,1,1,-81.686783,27.766279,1480,63,eastern,9
64,64,2012-06-16,TBA,MIA,False,3,4,STP01,Tropicana Field,St. Petersburg,FL,65,8,4,2,0,34,13,4,0,58,6,0,2,1,32,12,4,1,2012,6,16,0,United States,-1,0,-81.686783,27.766279,1480,64,eastern,9
65,65,2012-06-17,TBA,MIA,True,3,0,STP01,Tropicana Field,St. Petersburg,FL,30,2,0,0,0,12,14,1,1,35,7,1,0,1,16,6,4,0,2012,6,17,0,United States,1,1,-81.686783,27.766279,1480,65,eastern,9
66,66,2012-06-19,BOS,MIA,False,7,5,BOS07,Fenway Park,Boston,MA,38,6,3,0,1,20,6,1,1,34,2,5,0,3,20,4,0,0,2012,6,19,0,United States,1,1,-71.530106,42.230171,1850,66,eastern,9
67,67,2012-06-20,BOS,MIA,False,15,5,BOS07,Fenway Park,Boston,MA,38,6,3,1,2,20,5,0,1,44,10,2,0,4,17,6,5,0,2012,6,20,0,United States,1,1,-71.530106,42.230171,1850,67,eastern,9
68,68,2012-06-21,BOS,MIA,False,6,5,BOS07,Fenway Park,Boston,MA,34,5,1,0,1,21,5,1,0,39,7,1,0,1,20,4,4,2,2012,6,21,0,United States,1,1,-71.530106,42.230171,1850,68,eastern,9
69,69,2012-06-22,MIA,TOR,False,5,12,MIA02,Marlins Park,Miami,FL,46,7,2,1,1,19,8,7,1,40,5,1,0,3,19,7,5,0,2012,6,22,0,United States,-1,0,-81.686783,27.766279,1850,69,eastern,9
70,70,2012-06-23,MIA,TOR,True,1,7,MIA02,Marlins Park,Miami,FL,41,6,0,0,2,20,8,4,1,33,4,1,0,0,18,7,3,0,2012,6,23,0,United States,-1,0,-81.686783,27.766279,1850,70,eastern,9
71,71,2012-06-24,MIA,TOR,True,9,0,MIA02,Marlins Park,Miami,FL,35,7,1,0,0,17,8,2,0,35,4,1,1,2,16,8,1,2,2012,6,24,0,United States,1,1,-81.686783,27.766279,1850,71,eastern,9
72,72,2012-06-25,MIA,SLN,False,7,8,MIA02,Marlins Park,Miami,FL,51,9,2,0,1,22,9,7,1,46,8,3,0,0,24,3,8,0,2012,6,25,0,United States,-1,0,-81.686783,27.766279,1850,72,eastern,9
73,73,2012-06-26,MIA,SLN,False,2,5,MIA02,Marlins Park,Miami,FL,40,6,1,0,1,20,6,6,0,33,2,2,0,1,22,4,2,0,2012,6,26,0,United States,-1,0,-81.686783,27.766279,1850,73,eastern,9
74,74,2012-06-27,MIA,SLN,False,5,3,MIA02,Marlins Park,Miami,FL,36,5,2,0,1,22,4,2,0,34,6,2,0,2,16,6,2,0,2012,6,27,0,United States,1,1,-81.686783,27.766279,1850,74,eastern,9
75,75,2012-06-29,MIA,PHI,False,6,2,MIA02,Marlins Park,Miami,FL,34,6,0,0,1,19,6,2,0,37,7,4,0,0,17,7,2,0,2012,6,29,0,United States,1,1,-81.686783,27.766279,1850,75,eastern,9
76,76,2012-06-30,MIA,PHI,True,3,2,MIA02,Marlins Park,Miami,FL,33,5,2,0,1,16,8,1,0,35,6,2,0,1,18,5,3,0,2012,6,30,0,United States,1,1,-81.686783,27.766279,1850,76,eastern,9
77,77,2012-07-01,MIA,PHI,True,5,2,MIA02,Marlins Park,Miami,FL,35,7,0,1,0,20,7,0,0,32,3,2,0,2,12,10,3,0,2012,7,1,0,United States,1,1,-81.686783,27.766279,1850,77,eastern,9
78,78,2012-07-02,MIL,MIA,False,6,5,MIL06,Miller Park,Milwaukee,WI,38,4,2,0,1,21,6,4,0,38,5,1,1,1,19,5,4,2,2012,7,2,0,United States,1,1,-89.616508,44.268543,1963,78,central,10
79,79,2012-07-03,MIL,MIA,True,13,12,MIL06,Miller Park,Milwaukee,WI,47,5,4,0,5,20,9,3,1,49,10,4,0,3,21,8,3,0,2012,7,3,0,United States,1,1,-89.616508,44.268543,1963,79,central,10
80,80,2012-07-04,MIL,MIA,True,6,7,MIL06,Miller Park,Milwaukee,WI,41,6,1,0,3,16,11,4,0,44,9,2,0,0,22,6,5,0,2012,7,4,0,United States,-1,0,-89.616508,44.268543,1963,80,central,10
81,81,2012-07-05,MIL,MIA,True,0,4,MIL06,Miller Park,Milwaukee,WI,37,6,2,0,1,17,10,1,0,32,5,2,0,0,14,10,0,1,2012,7,5,0,United States,-1,0,-89.616508,44.268543,1963,81,central,10
82,82,2012-07-06,SLN,MIA,False,2,3,STL10,Busch Stadium III,St. Louis,MO,36,5,0,0,1,21,5,2,2,40,6,6,0,0,20,5,1,2,2012,7,6,0,United States,-1,0,-92.288368,38.456085,683,82,central,10
83,83,2012-07-07,SLN,MIA,True,3,2,STL10,Busch Stadium III,St. Louis,MO,34,4,1,0,1,21,6,1,0,36,5,2,1,0,16,8,2,2,2012,7,7,0,United States,1,1,-92.288368,38.456085,683,83,central,10
84,84,2012-07-08,SLN,MIA,True,5,4,STL10,Busch Stadium III,St. Louis,MO,38,4,1,0,1,16,8,8,0,37,5,3,0,0,20,6,3,0,2012,7,8,0,United States,1,1,-92.288368,38.456085,683,84,central,10
85,85,2012-07-13,MIA,WAS,False,1,5,MIA02,Marlins Park,Miami,FL,38,10,2,0,1,14,11,0,0,35,7,0,0,0,15,10,3,0,2012,7,13,0,United States,-1,0,-81.686783,27.766279,1541,85,eastern,11
86,86,2012-07-14,MIA,WAS,False,2,1,MIA02,Marlins Park,Miami,FL,35,6,1,0,0,15,11,2,0,33,5,1,0,0,13,10,3,1,2012,7,14,0,United States,1,1,-81.686783,27.766279,1541,86,eastern,11
87,87,2012-07-15,MIA,WAS,True,0,4,MIA02,Marlins Park,Miami,FL,35,7,0,0,0,24,2,2,0,38,6,1,0,0,18,10,3,0,2012,7,15,0,United States,-1,0,-81.686783,27.766279,1541,87,eastern,11
88,88,2012-07-16,MIA,WAS,False,5,3,MIA02,Marlins Park,Miami,FL,40,7,2,1,1,17,6,5,1,34,5,1,0,1,20,4,3,0,2012,7,16,0,United States,1,1,-81.686783,27.766279,1541,88,eastern,11
89,89,2012-07-17,CHN,MIA,False,5,9,CHI11,Wrigley Field,Chicago,IL,44,8,1,0,3,19,8,5,0,42,9,3,0,1,18,8,3,0,2012,7,17,0,United States,-1,0,-88.986137,40.349457,1548,89,central,12
90,90,2012-07-18,CHN,MIA,False,5,1,CHI11,Wrigley Field,Chicago,IL,34,5,1,1,1,10,12,4,0,30,5,1,0,1,16,5,2,0,2012,7,18,0,United States,1,1,-88.986137,40.349457,1548,90,central,12
91,91,2012-07-19,CHN,MIA,True,4,2,CHI11,Wrigley Field,Chicago,IL,34,5,0,1,0,19,6,2,1,31,7,1,0,1,18,2,1,1,2012,7,19,0,United States,1,1,-88.986137,40.349457,1548,91,central,12
92,92,2012-07-20,PIT,MIA,False,4,3,PIT08,PNC Park,Pittsburgh,PA,38,11,1,0,1,17,8,0,0,34,5,2,0,2,11,12,2,0,2012,7,20,0,United States,1,1,-77.209755,40.590752,998,92,eastern,13
93,93,2012-07-21,PIT,MIA,False,5,1,PIT08,PNC Park,Pittsburgh,PA,35,6,2,0,1,19,6,1,0,39,3,1,1,0,16,8,8,2,2012,7,21,0,United States,1,1,-77.209755,40.590752,998,93,eastern,13
94,94,2012-07-22,PIT,MIA,True,3,0,PIT08,PNC Park,Pittsburgh,PA,31,5,0,0,0,19,5,2,0,30,4,2,0,1,12,11,0,0,2012,7,22,0,United States,1,1,-77.209755,40.590752,998,94,eastern,13
95,95,2012-07-23,MIA,ATL,False,2,1,MIA02,Marlins Park,Miami,FL,32,4,0,0,0,14,12,2,0,30,6,1,0,1,18,4,0,0,2012,7,23,0,United States,1,1,-81.686783,27.766279,1480,95,eastern,13
96,96,2012-07-24,MIA,ATL,False,3,4,MIA02,Marlins Park,Miami,FL,40,6,0,1,0,20,6,6,1,33,5,0,0,1,22,4,1,0,2012,7,24,0,United States,-1,0,-81.686783,27.766279,1480,96,eastern,13
97,97,2012-07-25,MIA,ATL,True,1,7,MIA02,Marlins Park,Miami,FL,37,5,1,0,3,22,5,1,0,36,0,3,0,0,11,14,8,0,2012,7,25,0,United States,-1,0,-81.686783,27.766279,1480,97,eastern,13
98,98,2012-07-27,MIA,SDN,False,2,7,MIA02,Marlins Park,Miami,FL,42,4,3,1,0,21,6,7,0,36,6,0,1,0,19,8,2,0,2012,7,27,0,United States,-1,0,-81.686783,27.766279,1480,98,eastern,13
99,99,2012-07-28,MIA,SDN,False,4,2,MIA02,Marlins Park,Miami,FL,36,3,3,0,0,19,8,2,1,30,3,0,0,2,17,6,2,0,2012,7,28,0,United States,1,1,-81.686783,27.766279,1480,99,eastern,13
100,100,2012-07-29,MIA,SDN,True,5,4,MIA02,Marlins Park,Miami,FL,48,5,1,0,1,23,8,10,0,41,7,2,1,0,23,4,4,0,2012,7,29,0,United States,1,1,-81.686783,27.766279,1480,100,eastern,13
101,101,2012-07-30,ATL,MIA,False,8,2,ATL02,Turner Field,Atlanta,GA,39,8,2,0,0,16,8,5,0,42,9,3,0,1,17,7,5,0,2012,7,30,0,United States,1,1,-83.643074,33.040619,614,101,eastern,13
102,102,2012-07-31,ATL,MIA,False,7,1,ATL02,Turner Field,Atlanta,GA,32,6,0,0,1,19,5,1,0,42,8,3,0,2,16,9,4,0,2012,7,31,0,United States,1,1,-83.643074,33.040619,614,102,eastern,13
103,103,2012-08-01,ATL,MIA,False,2,4,ATL02,Turner Field,Atlanta,GA,39,10,2,0,0,14,11,2,0,38,6,3,0,0,17,7,5,0,2012,8,1,0,United States,-1,0,-83.643074,33.040619,614,103,eastern,13
104,104,2012-08-02,ATL,MIA,False,6,1,ATL02,Turner Field,Atlanta,GA,37,6,1,1,0,21,5,3,0,39,8,2,0,0,20,3,4,2,2012,8,2,0,United States,1,1,-83.643074,33.040619,614,104,eastern,13
105,105,2012-08-03,WAS,MIA,True,7,4,WAS11,Nationals Park,Washington,DC,39,5,3,0,0,18,6,7,0,42,5,4,0,1,19,4,9,0,2012,8,3,0,United States,1,1,-77.026817,38.897438,881,105,eastern,13
106,106,2012-08-03,WAS,MIA,False,2,5,WAS11,Nationals Park,Washington,DC,39,9,2,0,0,16,10,2,0,33,3,1,1,0,18,10,0,0,2012,8,3,0,United States,-1,0,-77.026817,38.897438,881,106,eastern,13
107,107,2012-08-04,WAS,MIA,False,10,7,WAS11,Nationals Park,Washington,DC,43,8,4,0,0,23,4,3,1,40,8,0,0,4,20,5,3,0,2012,8,4,0,United States,1,1,-77.026817,38.897438,881,107,eastern,13
108,108,2012-08-05,WAS,MIA,True,4,1,WAS11,Nationals Park,Washington,DC,33,3,3,0,0,17,9,1,0,39,10,0,0,0,16,6,5,2,2012,8,5,0,United States,1,1,-77.026817,38.897438,881,108,eastern,13
109,109,2012-08-07,NYN,MIA,False,2,4,NYC20,Citi Field,New York,NY,37,7,2,0,0,19,7,1,1,40,8,0,0,1,16,11,4,0,2012,8,7,0,United States,-1,0,-74.948051,42.165726,403,109,eastern,13
110,110,2012-08-08,NYN,MIA,False,0,13,NYC20,Citi Field,New York,NY,46,4,4,1,4,19,9,5,0,37,4,1,0,0,23,3,6,0,2012,8,8,0,United States,-1,0,-74.948051,42.165726,403,110,eastern,13
111,111,2012-08-09,NYN,MIA,True,6,1,NYC20,Citi Field,New York,NY,33,3,1,0,1,17,10,0,1,39,9,2,1,1,17,5,3,1,2012,8,9,0,United States,1,1,-74.948051,42.165726,403,111,eastern,13
112,112,2012-08-10,MIA,LAN,False,2,5,MIA02,Marlins Park,Miami,FL,40,8,2,0,1,19,7,3,0,36,2,1,0,1,19,10,3,0,2012,8,10,0,United States,-1,0,-81.686783,27.766279,1710,112,eastern,13
113,113,2012-08-11,MIA,LAN,False,7,3,MIA02,Marlins Park,Miami,FL,40,9,2,0,0,24,3,1,1,34,6,5,0,0,16,6,1,0,2012,8,11,0,United States,1,1,-81.686783,27.766279,1710,113,eastern,13
