,Unnamed: 0,game_date,home_team,away_team,is_day_game,home_score,away_score,venue,venue_name,city,state,home_pa,home_1b,home_2b,home_3b,home_hr,home_fo,home_so,home_bb,home_hbp,away_pa,away_1b,away_2b,away_3b,away_hr,away_fo,away_so,away_bb,away_hbp,year,month,day,isAbroad,country,winner,home_won,Longitude,Latitude,distance,row_index,time_zone,time_zones_crossed
30,30,2000-05-08,HOU,COL,False,1,3,HOU03,Minute Maid Park,Houston,TX,38,3,2,0,1,21,6,5,0,34,2,0,0,1,17,10,2,2,2000,5,8,0,United States,-1,0,-97.563461,31.054487,2123,30,central,12
31,31,2000-05-09,HOU,COL,False,13,8,HOU03,Minute Maid Park,Houston,TX,38,4,3,0,3,20,6,2,0,44,7,2,1,1,20,3,9,1,2000,5,9,0,United States,1,1,-97.563461,31.054487,2123,31,central,12
32,32,2000-05-10,HOU,COL,False,5,1,HOU03,Minute Maid Park,Houston,TX,34,2,1,2,0,20,7,2,0,35,2,1,2,2,13,9,6,0,2000,5,10,0,United States,1,1,-97.563461,31.054487,2123,32,central,12
33,33,2000-05-12,HOU,CIN,False,3,7,HOU03,Minute Maid Park,Houston,TX,50,4,3,0,3,25,8,7,0,47,8,0,1,0,20,11,7,0,2000,5,12,0,United States,-1,0,-97.563461,31.054487,2123,33,central,12
34,34,2000-05-13,HOU,CIN,True,7,8,HOU03,Minute Maid Park,Houston,TX,40,7,1,0,4,15,10,2,1,40,4,3,0,3,17,6,6,1,2000,5,13,0,United States,-1,0,-97.563461,31.054487,2123,34,central,12
35,35,2000-05-14,HOU,CIN,False,10,3,HOU03,Minute Maid Park,Houston,TX,41,5,0,1,0,19,8,7,1,42,9,3,0,1,17,5,6,1,2000,5,14,0,United States,1,1,-97.563461,31.054487,2123,35,central,12
36,36,2000-05-15,HOU,CIN,False,3,4,HOU03,Minute Maid Park,Houston,TX,35,6,1,0,2,23,3,0,0,37,1,1,0,2,23,3,5,2,2000,5,15,0,United States,-1,0,-97.563461,31.054487,2123,36,central,12
37,37,2000-05-16,MIL,HOU,False,6,5,MIL05,County Stadium,Milwaukee,WI,64,9,3,0,2,32,12,6,0,71,7,2,0,2,33,15,10,2,2000,5,16,0,United States,1,1,-89.616508,44.268543,1623,37,central,12
38,38,2000-05-19,MON,HOU,False,3,2,MON02,Stade Olympique,Montreal,QUE,42,7,0,0,1,22,5,7,0,38,5,1,0,2,18,9,3,0,2000,5,19,1,Canada,1,1,-79.347015,43.65107,826,38,eastern,13
39,39,2000-05-20,MON,HOU,False,8,7,MON02,Stade Olympique,Montreal,QUE,41,5,3,0,2,16,11,4,0,41,9,5,0,1,19,5,2,0,2000,5,20,1,Canada,1,1,-79.347015,43.65107,826,39,eastern,13
40,40,2000-05-21,MON,HOU,True,8,3,MON02,Stade Olympique,Montreal,QUE,35,5,0,0,2,21,6,1,0,38,7,0,1,3,14,9,4,0,2000,5,21,1,Canada,1,1,-79.347015,43.65107,826,40,eastern,13
41,41,2000-05-22,MIL,HOU,True,10,9,MIL05,County Stadium,Milwaukee,WI,50,7,4,1,1,25,5,6,1,42,10,3,0,1,19,6,3,0,2000,5,22,0,United States,1,1,-89.616508,44.268543,826,41,central,14
42,42,2000-05-22,MIL,HOU,False,6,1,MIL05,County Stadium,Milwaukee,WI,38,5,1,0,1,23,5,3,0,36,5,1,0,2,19,4,5,0,2000,5,22,0,United States,1,1,-89.616508,44.268543,826,42,central,14
43,43,2000-05-23,HOU,PHI,False,10,2,HOU03,Minute Maid Park,Houston,TX,37,6,2,0,0,17,7,4,1,40,8,3,0,2,19,4,4,0,2000,5,23,0,United States,1,1,-97.563461,31.054487,1623,43,central,14
44,44,2000-05-24,HOU,PHI,False,7,9,HOU03,Minute Maid Park,Houston,TX,42,7,1,2,3,19,6,4,0,40,3,3,0,3,20,5,5,1,2000,5,24,0,United States,-1,0,-97.563461,31.054487,1623,44,central,14
45,45,2000-05-25,HOU,PHI,False,10,6,HOU03,Minute Maid Park,Houston,TX,37,3,1,1,3,20,7,2,0,36,6,1,0,4,19,4,2,0,2000,5,25,0,United States,1,1,-97.563461,31.054487,1623,45,central,14
46,46,2000-05-26,HOU,ATL,False,5,4,HOU03,Minute Maid Park,Houston,TX,41,8,2,0,1,20,9,1,0,45,6,2,1,1,21,8,6,0,2000,5,26,0,United States,1,1,-97.563461,31.054487,1623,46,central,14
47,47,2000-05-27,HOU,ATL,True,5,6,HOU03,Minute Maid Park,Houston,TX,37,5,1,0,3,23,3,2,0,42,7,1,0,2,19,6,7,0,2000,5,27,0,United States,-1,0,-97.563461,31.054487,1623,47,central,14
48,48,2000-05-28,HOU,ATL,True,4,3,HOU03,Minute Maid Park,Houston,TX,39,5,1,0,2,16,10,5,0,33,1,2,0,2,16,8,4,0,2000,5,28,0,United States,1,1,-97.563461,31.054487,1623,48,central,14
49,49,2000-05-29,COL,HOU,True,8,7,DEN02,Coors Field,Denver,CO,45,7,2,1,2,14,13,5,1,44,12,1,0,2,18,4,7,0,2000,5,29,0,United States,1,1,-105.311104,39.059811,1134,49,mountain,15
50,50,2000-05-30,COL,HOU,False,10,7,DEN02,Coors Field,Denver,CO,38,8,3,0,1,18,4,3,1,43,8,4,0,0,21,3,7,0,2000,5,30,0,United States,1,1,-105.311104,39.059811,1134,50,mountain,15
51,51,2000-05-31,COL,HOU,False,8,6,DEN02,Coors Field,Denver,CO,40,13,0,0,1,21,4,0,1,42,6,2,1,3,22,3,5,0,2000,5,31,0,United States,1,1,-105.311104,39.059811,1134,51,mountain,15
52,52,2000-06-02,HOU,CHA,False,4,7,HOU03,Minute Maid Park,Houston,TX,38,6,2,0,1,22,6,1,0,39,9,1,0,0,20,6,3,0,2000,6,2,0,United States,-1,0,-97.563461,31.054487,1134,52,central,16
53,53,2000-06-03,HOU,CHA,True,6,1,HOU03,Minute Maid Park,Houston,TX,32,5,2,0,1,16,6,2,0,37,6,3,0,1,16,6,5,0,2000,6,3,0,United States,1,1,-97.563461,31.054487,1134,53,central,16
54,54,2000-06-04,HOU,CHA,True,3,7,HOU03,Minute Maid Park,Houston,TX,42,7,4,0,2,12,14,3,0,34,2,1,0,2,15,10,4,0,2000,6,4,0,United States,-1,0,-97.563461,31.054487,1134,54,central,16
55,55,2000-06-05,HOU,MIN,False,8,2,HOU03,Minute Maid Park,Houston,TX,35,5,2,0,1,15,9,3,0,37,5,4,0,2,21,3,1,1,2000,6,5,0,United States,1,1,-97.563461,31.054487,1134,55,central,16
56,56,2000-06-06,HOU,MIN,False,1,3,HOU03,Minute Maid Park,Houston,TX,35,4,2,0,0,21,6,2,0,36,4,2,0,0,20,7,3,0,2000,6,6,0,United States,-1,0,-97.563461,31.054487,1134,56,central,16
57,57,2000-06-07,HOU,MIN,False,0,2,HOU03,Minute Maid Park,Houston,TX,38,7,0,1,1,19,7,1,2,35,4,2,0,0,15,12,1,1,2000,6,7,0,United States,-1,0,-97.563461,31.054487,1134,57,central,16
58,58,2000-06-08,LAN,HOU,False,5,2,LOS03,Dodger Stadium,Los Angeles,CA,35,4,0,0,2,16,9,3,1,35,7,1,0,1,19,4,3,0,2000,6,8,0,United States,1,1,-119.681564,36.116203,2123,58,pacific,18
59,59,2000-06-09,SDN,HOU,False,6,7,SAN01,Qualcomm Stadium,San Diego,CA,42,8,1,0,1,19,7,5,1,41,5,5,0,1,21,6,3,0,2000,6,9,0,United States,-1,0,-119.681564,36.116203,2123,59,pacific,18
60,60,2000-06-10,SDN,HOU,False,13,3,SAN01,Qualcomm Stadium,San Diego,CA,40,8,3,0,1,22,2,3,1,46,8,2,0,2,15,9,9,1,2000,6,10,0,United States,1,1,-119.681564,36.116203,2123,60,pacific,18
61,61,2000-06-11,SDN,HOU,True,4,1,SAN01,Qualcomm Stadium,San Diego,CA,35,4,0,0,0,20,6,5,0,36,7,4,0,0,18,6,1,0,2000,6,11,0,United States,1,1,-119.681564,36.116203,2123,61,pacific,18
62,62,2000-06-13,COL,HOU,False,3,6,DEN02,Coors Field,Denver,CO,41,12,2,0,1,17,8,0,1,43,9,0,1,0,17,8,7,1,2000,6,13,0,United States,-1,0,-105.311104,39.059811,1309,62,mountain,19
63,63,2000-06-14,COL,HOU,False,4,8,DEN02,Coors Field,Denver,CO,41,4,1,0,6,21,5,4,0,37,5,2,1,0,18,7,4,0,2000,6,14,0,United States,-1,0,-105.311104,39.059811,1309,63,mountain,19
64,64,2000-06-15,COL,HOU,True,5,4,DEN02,Coors Field,Denver,CO,43,5,4,0,1,19,8,4,2,35,6,1,0,1,20,5,1,1,2000,6,15,0,United States,1,1,-105.311104,39.059811,1309,64,mountain,19
65,65,2000-06-16,SFN,HOU,False,7,4,SFO03,Oracle Park,San Francisco,CA,39,5,2,1,1,21,5,4,0,43,7,2,1,2,21,4,6,0,2000,6,16,0,United States,1,1,-119.681564,36.116203,1309,65,pacific,20
66,66,2000-06-17,SFN,HOU,True,6,4,SFO03,Oracle Park,San Francisco,CA,40,7,3,0,0,20,4,6,0,42,7,1,0,0,18,6,9,1,2000,6,17,0,United States,1,1,-119.681564,36.116203,1309,66,pacific,20
67,67,2000-06-18,SFN,HOU,True,2,4,SFO03,Oracle Park,San Francisco,CA,47,3,2,0,1,21,13,7,0,44,4,1,0,1,24,9,5,0,2000,6,18,0,United States,-1,0,-119.681564,36.116203,1309,67,pacific,20
68,68,2000-06-20,HOU,LAN,False,6,9,HOU03,Minute Maid Park,Houston,TX,51,13,3,1,1,19,9,5,0,47,9,2,0,2,21,9,3,1,2000,6,20,0,United States,-1,0,-97.563461,31.054487,2123,68,central,22
69,69,2000-06-21,HOU,LAN,False,6,7,HOU03,Minute Maid Park,Houston,TX,43,7,3,0,3,20,7,2,1,39,3,2,0,2,19,7,5,1,2000,6,21,0,United States,-1,0,-97.563461,31.054487,2123,69,central,22
70,70,2000-06-22,HOU,LAN,False,6,3,HOU03,Minute Maid Park,Houston,TX,35,3,2,0,1,20,6,3,0,35,3,3,0,1,19,4,4,1,2000,6,22,0,United States,1,1,-97.563461,31.054487,2123,70,central,22
71,71,2000-06-23,HOU,SFN,False,3,10,HOU03,Minute Maid Park,Houston,TX,48,10,1,0,3,21,7,6,0,37,6,3,0,1,19,7,1,0,2000,6,23,0,United States,-1,0,-97.563461,31.054487,2123,71,central,22
72,72,2000-06-24,HOU,SFN,True,4,13,HOU03,Minute Maid Park,Houston,TX,55,13,5,1,3,21,6,6,0,43,11,1,0,0,17,9,5,0,2000,6,24,0,United States,-1,0,-97.563461,31.054487,2123,72,central,22
73,73,2000-06-25,HOU,SFN,True,2,4,HOU03,Minute Maid Park,Houston,TX,38,10,3,1,0,21,1,2,0,39,7,0,0,1,8,17,6,0,2000,6,25,0,United States,-1,0,-97.563461,31.054487,2123,73,central,22
74,74,2000-06-26,ARI,HOU,False,6,1,PHO01,Chase Field,Phoenix,AZ,31,4,0,0,1,20,6,0,0,37,2,3,0,3,10,14,5,0,2000,6,26,0,United States,1,1,-111.431221,33.729759,1336,74,mountain,23
75,75,2000-06-27,ARI,HOU,False,4,12,PHO01,Chase Field,Phoenix,AZ,48,9,4,0,0,20,6,7,2,37,4,2,1,1,24,3,2,0,2000,6,27,0,United States,-1,0,-111.431221,33.729759,1336,75,mountain,23
76,76,2000-06-28,ARI,HOU,False,6,2,PHO01,Chase Field,Phoenix,AZ,36,7,1,0,0,18,8,2,0,34,7,2,0,1,16,7,1,0,2000,6,28,0,United States,1,1,-111.431221,33.729759,1336,76,mountain,23
77,77,2000-06-29,ARI,HOU,False,7,1,PHO01,Chase Field,Phoenix,AZ,34,4,1,0,0,9,15,4,1,37,5,4,0,1,18,6,2,1,2000,6,29,0,United States,1,1,-111.431221,33.729759,1336,77,mountain,23
78,78,2000-06-30,SLN,HOU,False,5,4,STL09,Busch Stadium II,St. Louis,MO,39,6,0,0,0,19,9,5,0,38,10,2,0,1,15,7,3,0,2000,6,30,0,United States,1,1,-92.288368,38.456085,1798,78,central,24
79,79,2000-07-01,SLN,HOU,True,10,9,STL09,Busch Stadium II,St. Louis,MO,44,8,2,1,4,21,6,2,0,44,6,2,0,3,15,9,9,0,2000,7,1,0,United States,1,1,-92.288368,38.456085,1798,79,central,24
80,80,2000-07-02,SLN,HOU,True,3,6,STL09,Busch Stadium II,St. Louis,MO,38,6,0,0,4,14,13,1,0,37,4,2,1,1,18,9,2,0,2000,7,2,0,United States,-1,0,-92.288368,38.456085,1798,80,central,24
81,81,2000-07-04,HOU,ARI,False,4,10,HOU03,Minute Maid Park,Houston,TX,44,6,3,0,2,26,2,5,0,35,2,2,0,2,14,12,3,0,2000,7,4,0,United States,-1,0,-97.563461,31.054487,952,81,central,24
82,82,2000-07-05,HOU,ARI,False,9,12,HOU03,Minute Maid Park,Houston,TX,49,9,4,1,2,22,7,4,0,43,6,2,0,2,18,7,7,1,2000,7,5,0,United States,-1,0,-97.563461,31.054487,952,82,central,24
83,83,2000-07-06,HOU,ARI,False,1,2,HOU03,Minute Maid Park,Houston,TX,32,3,0,1,0,19,8,1,0,31,4,0,0,0,20,4,3,0,2000,7,6,0,United States,-1,0,-97.563461,31.054487,952,83,central,24
84,84,2000-07-07,HOU,KCA,False,9,5,HOU03,Minute Maid Park,Houston,TX,36,5,0,0,1,18,10,2,0,37,5,2,0,3,15,7,4,1,2000,7,7,0,United States,1,1,-97.563461,31.054487,952,84,central,24
85,85,2000-07-08,HOU,KCA,False,2,5,HOU03,Minute Maid Park,Houston,TX,40,11,0,0,2,18,8,1,0,37,6,2,0,1,17,9,2,0,2000,7,8,0,United States,-1,0,-97.563461,31.054487,952,85,central,24
86,86,2000-07-09,HOU,KCA,True,9,6,HOU03,Minute Maid Park,Houston,TX,41,7,0,0,3,16,10,5,0,40,6,3,1,3,16,6,5,0,2000,7,9,0,United States,1,1,-97.563461,31.054487,952,86,central,24
87,87,2000-07-13,DET,HOU,False,8,2,DET05,Comerica Park,Detroit,MI,37,9,2,0,0,23,1,2,0,39,9,3,0,0,17,6,3,1,2000,7,13,0,United States,1,1,-84.536095,43.326618,1782,87,eastern,25
88,88,2000-07-14,DET,HOU,False,4,9,DET05,Comerica Park,Detroit,MI,42,7,2,1,3,16,10,3,0,36,7,3,0,0,19,5,2,0,2000,7,14,0,United States,-1,0,-84.536095,43.326618,1782,88,eastern,25
89,89,2000-07-15,DET,HOU,True,11,6,DET05,Comerica Park,Detroit,MI,40,6,3,0,2,19,7,3,0,42,11,3,1,0,22,2,3,0,2000,7,15,0,United States,1,1,-84.536095,43.326618,1782,89,eastern,25
90,90,2000-07-16,CLE,HOU,True,1,5,CLE08,Progressive Field,Cleveland,OH,41,7,0,0,2,17,8,6,1,37,6,0,0,1,18,8,4,0,2000,7,16,0,United States,-1,0,-82.764915,40.388783,357,90,eastern,25
91,91,2000-07-17,CLE,HOU,False,8,6,CLE08,Progressive Field,Cleveland,OH,39,5,1,0,2,19,5,7,0,36,4,3,0,2,15,7,5,0,2000,7,17,0,United States,1,1,-82.764915,40.388783,357,91,eastern,25
92,92,2000-07-18,CLE,HOU,False,8,2,CLE08,Progressive Field,Cleveland,OH,38,8,2,0,1,17,7,3,0,40,5,1,0,2,19,5,8,0,2000,7,18,0,United States,1,1,-82.764915,40.388783,357,92,eastern,25
93,93,2000-07-19,HOU,CIN,False,0,4,HOU03,Minute Maid Park,Houston,TX,41,4,1,1,1,21,6,5,2,32,3,1,0,0,22,4,2,0,2000,7,19,0,United States,-1,0,-97.563461,31.054487,1688,93,central,26
94,94,2000-07-20,HOU,CIN,False,6,2,HOU03,Minute Maid Park,Houston,TX,36,3,5,0,0,18,8,2,0,39,5,2,0,1,15,8,7,1,2000,7,20,0,United States,1,1,-97.563461,31.054487,1688,94,central,26
95,95,2000-07-21,HOU,SLN,False,1,12,HOU03,Minute Maid Park,Houston,TX,51,10,4,0,2,22,6,6,1,37,5,0,0,1,14,12,5,0,2000,7,21,0,United States,-1,0,-97.563461,31.054487,1688,95,central,26
96,96,2000-07-22,HOU,SLN,True,10,5,HOU03,Minute Maid Park,Houston,TX,35,3,2,0,1,17,10,2,0,44,12,3,0,2,17,5,2,3,2000,7,22,0,United States,1,1,-97.563461,31.054487,1688,96,central,26
97,97,2000-07-23,HOU,SLN,True,15,7,HOU03,Minute Maid Park,Houston,TX,43,7,2,0,1,22,6,5,0,44,5,2,1,6,17,5,8,0,2000,7,23,0,United States,1,1,-97.563461,31.054487,1688,97,central,26
98,98,2000-07-24,CIN,HOU,False,5,7,CIN08,Cinergy Field,Cincinnati,OH,47,9,4,0,2,22,6,4,0,40,5,1,1,0,22,7,3,1,2000,7,24,0,United States,-1,0,-82.764915,40.388783,1688,98,eastern,27
99,99,2000-07-25,CIN,HOU,False,4,7,CIN08,Cinergy Field,Cincinnati,OH,44,8,3,0,1,17,11,4,0,35,3,0,0,3,19,7,3,0,2000,7,25,0,United States,-1,0,-82.764915,40.388783,1688,99,eastern,27
100,100,2000-07-26,CIN,HOU,True,2,3,CIN08,Cinergy Field,Cincinnati,OH,37,8,0,0,3,19,6,1,0,34,4,1,0,1,21,5,2,0,2000,7,26,0,United States,-1,0,-82.764915,40.388783,1688,100,eastern,27
101,101,2000-07-28,ATL,HOU,False,5,2,ATL02,Turner Field,Atlanta,GA,37,5,2,0,0,13,15,2,0,36,4,4,0,0,14,9,4,1,2000,7,28,0,United States,1,1,-83.643074,33.040619,819,101,eastern,27
102,102,2000-07-29,ATL,HOU,True,13,5,ATL02,Turner Field,Atlanta,GA,38,8,2,1,1,21,5,0,0,48,11,1,0,2,20,6,8,0,2000,7,29,0,United States,1,1,-83.643074,33.040619,819,102,eastern,27
103,103,2000-07-30,ATL,HOU,True,6,3,ATL02,Turner Field,Atlanta,GA,36,8,0,0,0,25,2,1,0,35,7,3,0,0,18,7,0,0,2000,7,30,0,United States,1,1,-83.643074,33.040619,819,103,eastern,27
104,104,2000-07-31,FLO,HOU,False,2,4,MIA01,Sun Life Stadium,Miami,FL,39,5,2,0,1,26,0,5,0,36,8,0,1,0,18,6,3,0,2000,7,31,0,United States,-1,0,-81.686783,27.766279,614,104,eastern,27
105,105,2000-08-01,FLO,HOU,False,3,4,MIA01,Sun Life Stadium,Miami,FL,33,2,0,0,0,19,8,4,0,36,5,0,1,0,18,8,3,1,2000,8,1,0,United States,-1,0,-81.686783,27.766279,614,105,eastern,27
106,106,2000-08-02,FLO,HOU,False,5,4,MIA01,Sun Life Stadium,Miami,FL,40,6,3,0,2,18,6,5,0,37,6,1,0,1,22,2,4,1,2000,8,2,0,United States,1,1,-81.686783,27.766279,614,106,eastern,27
107,107,2000-08-03,FLO,HOU,True,4,3,MIA01,Sun Life Stadium,Miami,FL,35,5,0,0,1,21,6,2,0,35,11,0,0,0,19,3,1,1,2000,8,3,0,United States,1,1,-81.686783,27.766279,614,107,eastern,27
108,108,2000-08-04,HOU,MON,False,7,6,HOU03,Minute Maid Park,Houston,TX,44,10,2,1,1,17,10,3,0,37,8,0,1,3,16,6,2,1,2000,8,4,0,United States,1,1,-97.563461,31.054487,1581,108,central,28
109,109,2000-08-05,HOU,MON,False,9,10,HOU03,Minute Maid Park,Houston,TX,46,8,0,2,4,26,4,2,0,47,7,6,0,2,21,5,6,0,2000,8,5,0,United States,-1,0,-97.563461,31.054487,1581,109,central,28
110,110,2000-08-06,HOU,MON,True,8,1,HOU03,Minute Maid Park,Houston,TX,33,2,2,0,0,24,3,1,1,40,9,2,0,1,15,7,5,1,2000,8,6,0,United States,1,1,-97.563461,31.054487,1581,110,central,28
111,111,2000-08-07,HOU,NYN,False,5,6,HOU03,Minute Maid Park,Houston,TX,48,4,1,0,3,20,11,7,2,50,11,1,0,0,26,6,6,0,2000,8,7,0,United States,-1,0,-97.563461,31.054487,1581,111,central,28
112,112,2000-08-08,HOU,NYN,False,9,3,HOU03,Minute Maid Park,Houston,TX,38,8,2,0,1,20,6,1,0,41,5,4,1,0,20,5,6,0,2000,8,8,0,United States,1,1,-97.563461,31.054487,1581,112,central,28
113,113,2000-08-09,HOU,NYN,False,5,12,HOU03,Minute Maid Park,Houston,TX,45,9,2,2,3,18,5,5,1,37,5,1,0,3,22,5,0,1,2000,8,9,0,United States,-1,0,-97.563461,31.054487,1581,113,central,28
